file_number,category,doc_type,order_date,url,extraction_method,all_amounts_found,fee_amounts_found,primary_amount,amount_type,matched_context,notes
LTB-T-015733-22,T6,Order,2026-01-23,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sVc5DIAS/LTB-T-015733-22-HR.pdf,text,"[537.73, 489.73, 48.0]","[489.73, 48.0]",537.73,remedy,It is ordered that:  1. The Landlord shall pay to the Tenants >>>$537.73<<<. This amount represents:   •  $489.73 for a rent abatement.  •  $48.00 for the,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-T-068076-25,T6,Order,2026-03-11,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vJ54nIAC/LTB-T-068076-25-HR - March 11 2026.pdf,text,[],[],,,,no dollar amount found
LTB-T-032033-24,T6,Order,2026-02-02,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tBSaqIAG/LTB-L-079276-23-HR.pdf,text,"[2486.0, 4011.48, 169.5, 508.5, 678.0, 3390.0, 50.0, 50.0, 50.0, 804.6, 1206.9, 824.7, 825.3, 2804.58, 4011.48, 2486.0, 4011.48, 1525.48]",[],4011.48,ambiguous-max,"amount owing by the Landlords to the Tenants.  3. The Landlords owe the Tenants >>>$4,011.48<<< for a rent abatement.  This amount shall be  reduced by the amount owing by the","found in operative 'It is ordered that' section; multiple candidate amounts, took max — manual review advised"
LTB-T-063428-25,T6,Order,2026-02-12,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tRB1QIAW/LTB-T-063428-25_HR-CERT.pdf,text,[377.42],[],377.42,other,"on for the resolution of this application, the Landlord will pay to the Tenant  >>>$377.42<<< to be paid within 30 days of the issuance of this order, such payment shall be","found in operative 'It is ordered that' section; single candidate amount, no strong keyword match"
LTB-T-101327-25,T6,Review Order,2026-01-19,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sUtJWIA0/LTB-T-101327-25-RV.pdf,text,[],[],,,,no dollar amount found
LTB-T-064795-25,T6,Order,2026-03-11,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000ut2sAIAQ/LTB-T-064795-25-HR.pdf,text,"[104.0, 180.0, 1802.0, 100.0, 180.0, 1048.0, 1000.0, 48.0]",[48.0],1048.0,stated_total,"It is ordered that:  1. The Landlord shall pay the Tenant is >>>$1,048.00<<< This amount represents:   •  $1,000.00 for the reasonable out-of-pocket expense","found in operative 'It is ordered that' section; explicit stated-total phrasing (""...is \$X"")"
LTB-T-079870-25,T6,Order,2026-02-13,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tmcpkIAA/LTB-T-079870-25-HR-cert.pdf,text,[],[],,,,no dollar amount found
LTB-T-067754-25,T6,Order,2026-02-03,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tFJCLIA4/LTB-T-067754-25-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-079243-25,T6,Order,2026-03-17,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vVwjdIAC/LTB-T-079243-25-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-062467-24,T6,Order,2026-01-15,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000rwmDxIAI/LTB-T-062467-24_HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-032575-25,T6,Order,2026-04-14,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xXc4bIAC/LTB-T-032575-25.Signed.Certified.pdf,text,[],[],,,,no dollar amount found
LTB-T-047177-25,T6,Order,2026-01-29,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000szEjmIAE/LTB-T-047177-25_HR_cert.pdf,text,[2500.0],[],2500.0,other,"It is ordered on consent that:  1. The Landlord shall pay the Tenant the sum of >>>$2,500.00<<< on or before February 15, 2026.  2. If the Landlord does not pay the Tenant the","found in operative 'It is ordered that' section; single candidate amount, no strong keyword match"
LTB-T-081607-22,T6,Order,2026-01-22,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sJ1B1IAK/LTB-T-081607-22-HR - January 22 2026.pdf,text,[],[],,,,no dollar amount found
LTB-T-075863-24,T6,Order,2026-01-20,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000s7aR5IAI/LTB-T-075863-24-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-042783-25,T6,Order,2026-02-03,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000t3pXqIAI/LTB-T-042783-25-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-063577-25,T6,Order,2026-04-23,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yHVMeIAO/LTB-T-063577-25-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-079507-25,T6,Order,2026-05-07,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yzpj3IAA/LTB-T-079507-25-HR - May 7 2026.pdf,text,[],[],,,,no dollar amount found
LTB-T-000008-24,T6,Order,2026-01-29,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000soD9aIAE/LTB-T-000008-24-HR_cert.pdf,text,[],[],,,,no dollar amount found
LTB-T-064235-25,T6,Order,2026-02-18,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tqwl9IAA/LTB-T-064235-25-HR - February 18 2026.pdf,text,[1800.0],[],1800.0,arrears,"it is ordered that:  1. The Landlord shall pay to the Tenants >>>$1,800.00<<< in compensation.    2. The Landlord shall pay the Tenants the full amount owing","found in operative 'It is ordered that' section; single candidate amount, no strong keyword match"
LTB-T-061061-25,T6,Order,2026-05-04,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yshFEIAY/LTB-T-061061-25-HR - May 4 2026.pdf,text,[],[],,,,no dollar amount found
LTB-T-049972-25,T6,Order,2026-03-20,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wAhC1IAK/LTB-T-049972-25-ENG_.pdf,text,[300.0],[],300.0,other,oned.  2. The Landlord’s Legal Representative is seeking costs in the amount of >>>$300.00<<< to be  ordered against the Tenant because the Tenant has improperly named Grace,"no operative section found, or it had no dollar mentions at all; fell back to full-document search; single candidate amount, no strong keyword match"
LTB-T-083628-25,T6,Order,2026-05-21,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zztKbIAI/LTB-T-083628-25-HR - May 21 2026.pdf,text,[],[],,,,no dollar amount found
LTB-T-066965-25,T6,Order,2026-02-25,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uM2KpIAK/LTB-T-066965-25-HR - February 25 2026.pdf,text,[],[],,,,no dollar amount found
LTB-T-089534-25,T6,Order,2026-05-26,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N3000010PMuaIAG/LTB-T-089534-25.Signed.Certified.pdf,text,[],[],,,,no dollar amount found
LTB-T-085891-25,T6,Order,2026-04-23,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000ySbOiIAK/LTB-T-085891-25-FR.pdf,text,[],[],,,,no dollar amount found
LTB-T-085894-24,T6,Order,2026-03-03,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uoe3pIAA/LTB-T-085894-24-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-050471-23,T6,Review Order,2026-03-10,"https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vPcZ7IAK/LTB-T-049020-23, LTB-T-050471-23, LTB-L-098952-23, LTB-L-005537-24-RV.pdf",text,[2820.0],[],2820.0,other,"ant’s payments  were accounted for except one, which was the alleged payment of >>>$2,820.00<<< on July 4,  2023. However, the Member addressed this payment in the order at pa","no operative section found, or it had no dollar mentions at all; fell back to full-document search; single candidate amount, no strong keyword match"
LTB-T-101937-25,T6,Order,2026-05-14,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zP5ZFIA0/LTB-T-101937-25_LTB-T-027453-26HR.pdf,text,[1355.0],[],1355.0,other,"It is ordered on consent that:  1.  The Landlord shall pay to the Tenant, >>>$1,355.00<<<, by electronic transfer, on or before May  7, 2026.     File Number: LTB-T-1019","found in operative 'It is ordered that' section; single candidate amount, no strong keyword match"
LTB-T-091039-25,T6,Order,2026-05-08,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zG36xIAC/LTB-T-091039-25-HR - May 8 2026.pdf,text,[250.0],[],250.0,other,"final resolution of all issues in this application.   2. The Landlord shall pay >>>$250.00<<< to the Tenant via cheque on or before June 23, 2026.  3. If the Landlord does n","found in operative 'It is ordered that' section; single candidate amount, no strong keyword match"
LTB-T-042269-25,T6,Order,2026-04-24,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yNCVpIAO/LTB-T-042269-25-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-019987-25,T6,Order,2026-04-02,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wpQaAIAU/LTB-T-019987-25_HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-060819-25,T6,ExParte Order,2026-02-02,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tEvRqIAK/LTB-T-060819-25-EX.pdf,text,[],[],,,,no dollar amount found
LTB-T-103391-24,T6,Order,2026-05-15,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zrfLJIAY/LTB-T-103391-24-HR_Fr.pdf,text,[],[],,,,no dollar amount found
LTB-T-068446-25,T6,Order,2026-03-18,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vmX95IAE/LTB-T-068446-25-HR - March 18 2026.pdf,text,[],[],,,,no dollar amount found
LTB-T-022831-25,T6,Order,2026-04-13,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xLj9tIAC/LTB-T-022831-25-HR - April 13 2026 cert.pdf,text,"[53.0, 53.0]","[53.0, 53.0]",,,,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-T-053512-25,T6,Order,2026-02-09,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tYwzgIAC/LTB-T-053512-25-HR.pdf,text,"[927.7, 1113.24, 1500.0, 1500.0, 2613.24, 1113.24, 1500.0]",[],2613.24,stated_total,"further rent abatement permitted.  7. The Landlord shall also pay the Tenant is >>>$2,613.24<<<. This amount represents:   •  $1,113.24 for a rent abatement, and  •  $1,500.00","found in operative 'It is ordered that' section; explicit stated-total phrasing (""...is \$X"")"
LTB-T-064908-25,T6,Order,2026-02-05,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tF8nGIAS/LTB-T-064908-25-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-051834-25,T6,Order,2026-04-28,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yMdA8IAK/LTB-T-051834-25 - April 28 2026.pdf,text,[],[],,,,no dollar amount found
LTB-T-048765-25,T6,Order,2026-01-21,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sFS54IAG/LTB-T-048765-25-HR -CERT.pdf,text,[],[],,,,no dollar amount found
LTB-T-037606-24,T6,Order,2026-02-18,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000u4c3MIAQ/LTB-T-037606-24-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-006478-26,T6,Order,2026-03-26,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wHH8HIAW/LTB-T-006478-26-HR.pdf,text,"[1578.0, 1825.0, 1530.0, 48.0, 1578.0, 1530.0, 48.0, 500.0, 78.0]","[1530.0, 48.0]",1578.0,remedy,"0, 2026 until the issue is repaired.  3. The Landlord shall pay the Tenants are >>>$1,578.00<<<. This amount represents:   •  $1,530.00 for a rent abatement.  •  $48.00 for th",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-T-010624-23,T6,Review Order,2026-02-13,"https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tzkxbIAA/LTB0L-019179-22-RV, LTB-T-048502-22-RV and LTB-T-010624-23-RV.pdf",text,[],[],,,,no dollar amount found
LTB-T-055652-23,T6,Order,2026-01-05,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000rRNlDIAW/LTB-T-055652-23-HR and LTB-T-060386-23-HR.pdf,text,"[7362.0, 7362.0, 877.0, 1900.0, 200.0, 41.5, 2100.0, 966.0, 756.0, 2100.0, 300.0, 756.0, 210.0, 4500.0, 210.0, 80.0, 6300.0, 6300.0, 1165.0, 2100.0, 2524.17, 3463.75, 200.0, 35000.0, 8400.0, 10000.0, 5000.0, 6000.0, 6300.0, 7362.0, 756.0, 210.0, 6300.0, 96.0, 48.0]",[],7362.0,stated_total,"IT IS ORDERED THAT:  98. The total amount the Landlord shall pay the Tenants is >>>$7,362.00<<<. This amount represents:   •  $756.00 for a rent abatement for the bathroom cei","found in operative 'It is ordered that' section; explicit stated-total phrasing (""...is \$X"")"
LTB-T-091680-24,T6,Order,2026-04-20,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000y3zR0IAI/LTB-T-091680-24.Signed.Certified.pdf,text,[],[],,,,no dollar amount found
LTB-T-016941-23,T6,Order,2026-01-08,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000rioUHIAY/LTB-T-020507-23 LTB-T-015617-24 LTB-T-018364-23 LTB-T-016941-23-HR.pdf,text,"[3168.0, 1170.0, 1950.0, 48.0, 3168.0, 3120.0, 48.0]","[3120.0, 48.0]",3168.0,stated_total,"It is ordered that:  1. The total amount the Landlord shall pay the Tenant is >>>$3,168.00<<<. This amount represents:   •  $3,120.00 for a rent abatement.  •  $48.00 for th","found in operative 'It is ordered that' section; explicit stated-total phrasing (""...is \$X"")"
LTB-T-087885-24,T6,Order,2026-02-11,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tlD2CIAU/LTB-T-087885-24-HR and LTB-L-086070-25-BIR - February 11 2026.pdf,text,[2500.0],[],2500.0,other,"hdrawn.    T6 Application - LTB-T-087885-24    3. The Former Landlord shall pay >>>$2,500.00<<< to the Tenants at the email address provided to  the Former Landlord’s Legal Re","found in operative 'It is ordered that' section; single candidate amount, no strong keyword match"
LTB-T-080253-24,T6,Order,2026-01-06,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000rQVo1IAG/LTB-T-080253-24_HR- Jan6-26-cert.pdf,text,[],[],,,,no dollar amount found
LTB-T-047868-25,T6,Order,2026-05-07,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000z10CYIAY/LTB-T-047868-25-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-076640-24,T6,Order,2026-03-13,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vJx0MIAS/LTB-T-076640-24-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-098103-24,T6,Order,2026-02-09,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tewPDIAY/LTB-T-098103-24-HR_Fr.pdf,text,[],[],,,,no dollar amount found
LTB-T-055367-24,T6,Order,2026-03-16,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vdii2IAA/LTB-T-055367-24-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-037781-25,T6,Order,2026-01-19,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sMCA9IAO/LTB-T-037781-25-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-002166-25,T6,Order,2026-03-25,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wCe5GIAS/LTB-T-002166-25-HR - March 25 2026.doc.pdf,text,"[240.4, 150.0, 90.4, 958.0, 90.4, 220.35, 23.93, 150.0, 150.0, 90.4, 23.93, 240.4, 150.0, 90.4]",[],240.4,stated_total,It is ordered that:  1. The Landlord shall pay the Tenant is >>>$240.40<<<. This amount represents:   •  $150.00 for a rent abatement for the period endin,"found in operative 'It is ordered that' section; explicit stated-total phrasing (""...is \$X"")"
LTB-T-026900-26,T6,Order,2026-04-09,"https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xMmk0IAC/LTB-L-009537-26-HR - April 9, 2026.pdf",text,"[18.9, 15000.0, 15000.0, 15000.0]",[],15000.0,ambiguous-max,"ental unit.   5.  On or before April 8, 2026, the Landlord shall pay the Tenant >>>$15,000.00<<< via bank draft to  be picked up from the Landlord’s Legal Representative’s offi","found in operative 'It is ordered that' section; multiple candidate amounts, took max — manual review advised"
LTB-T-082588-25,T6,Order,2026-03-19,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vtVwqIAE/LTB-T-082588-25-HR.pdf,text,[28500.0],[],28500.0,other,"dered on consent that:  1. The Landlord shall pay to the Tenants, the amount of >>>$28,500.00<<<, representing settlement  to resolve all issues regarding the tenancy between t","found in operative 'It is ordered that' section; single candidate amount, no strong keyword match"
LTB-T-051164-25,T6,Order,2026-01-06,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000r5ZhmIAE/LTB-T-051164-25-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-042940-25,T6,Order,2026-04-17,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xyQ93IAE/LTB-T-042940-25_Consent - April 17 2026.pdf,text,[520.0],[],520.0,other,"It is ordered on consent that:  1.  The Landlord shall pay the Tenant >>>$520.00<<< on or before April 28, 2026.  2. If the Landlord does not pay the Tenant the fu","found in operative 'It is ordered that' section; single candidate amount, no strong keyword match"
LTB-T-103828-25,T6,Order,2026-05-28,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N3000010dvveIAA/LTB-T-103828-25-HR_Fr.pdf,text,[],[],,,,no dollar amount found
LTB-T-089516-25,T6,Order,2026-05-27,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N30000108KqmIAE/LTB-T-089516-25-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-011458-24,T6,Order,2026-01-15,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sB9IjIAK/LTB-T-011458-24-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-056348-25,T6,Order,2026-01-05,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000rYLmhIAG/LTB-L-079448-25 LTB-T-057872-25 LTB-T-056348-25-HR.pdf,text,"[668.27, 21.97, 668.27, 2006.0, 1335.35, 186.0, 600.0, 73.0, 2189.62, 202.05, 21.97, 4009.62, 186.0, 2006.0, 2189.62, 2695.05, 186.0, 2006.0, 600.0, 73.0, 202.05, 50000.0, 21.97]","[4009.62, 186.0, 2695.05, 186.0]",2189.62,ambiguous-max,"nd continue the tenancy by paying to the Landlord  or to the LTB in trust:   •  >>>$2,189.62<<< if the payment is made on or before January 31, 2026. See Schedule 1  for the c","found in operative 'It is ordered that' section; multiple candidate amounts, took max — manual review advised"
LTB-T-030755-25,T6,Order,2026-02-06,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tImuaIAC/LTB-T-093549-24 & LTB-T-030755-25-HR - February 6 2026.pdf,text,[],[],,,,no dollar amount found
LTB-T-087970-25,T6,Order,2026-05-29,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N3000010iVfXIAU/LTB-T-087970-25-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-034583-25,T6,Order,2026-04-20,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000y4ycXIAQ/LTB-T-034583-25_LTB-T-028529-25-IN.Signed.Certified.pdf,text,[],[],,,,no dollar amount found
LTB-T-102401-25,T1,Order,2026-05-11,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zJkXAIA0/LTB-T-102401-25_May 11 2026.pdf,text,"[1185.18, 48.0, 148.15, 148.15, 148.15, 148.15, 148.15, 148.15, 148.15, 148.13]",[48.0],1185.18,ambiguous-max,"it is ordered that:  1. The total amount the Landlord shall pay the Tenants is, >>>$1,185.18<<<. This amount represents  the return of the balance of the damage deposit, and t","found in operative 'It is ordered that' section; multiple candidate amounts, took max — manual review advised"
LTB-T-077084-24,T1,Order,2026-04-09,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xOR5BIAW/LTB-T-040857-24 & LTB-T-077084-24.pdf,text,"[2500.0, 1850.0, 2232.0, 2500.0, 2500.0, 2500.0, 2500.0, 2232.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 125.0, 108.2, 2375.0, 4000.0, 125.0, 4000.0, 53.0, 700.0, 2500.0, 2375.0, 4000.0, 4053.0, 4000.0, 125.0, 53.0, 4000.0]",[53.0],4053.0,stated_total,"the rent rebate.    4. The total amount the Landlords shall pay the Tenants is >>>$4,053.00<<<. This amount  represents:   •  $4,000.00 for a rent rebate for the period from","found in operative 'It is ordered that' section; explicit stated-total phrasing (""...is \$X"")"
LTB-T-098710-25,T1,Order,2026-04-10,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xD60oIAC/LTB-T-098710-25-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-109271-25,T1,Order,2026-05-11,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zBZlmIAG/LTB-T-109271-25-HR.pdf,text,[1100.0],[],1100.0,other,"e Tenant provided a last month’s rent  deposit to the Landlord in the amount of >>>$1,100.00<<<.  3. The parties came to an agreement to end the tenancy and the Tenant vacated","no operative section found, or it had no dollar mentions at all; fell back to full-document search; single candidate amount, no strong keyword match"
LTB-T-096978-25,T1,Order,2026-04-30,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yh3eQIAQ/LTB-T-096978-25 - T1 Order - Cert.pdf,text,"[2750.0, 11000.0]",[],2750.0,stated_total,"Bridgenorth, Ontario.  2. The total amount the Landlord shall pay the Tenant is >>>$2,750.00<<<. This amount represents:   •  $11,000.00 for excess rent collected.  3. The Lan","found in operative 'It is ordered that' section; explicit stated-total phrasing (""...is \$X"")"
LTB-T-099662-25,T1,Order,2026-03-03,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000upqkJIAQ/LTB-T-099662-25.pdf,text,"[3846.32, 1895.0, 1945.0, 1895.0, 1.94, 1945.0, 3840.0, 1895.0, 6.32, 3846.32, 3840.0, 6.32]",[],3846.32,stated_total,"It is ordered that:  1. The total amount the Landlord shall pay the Tenants is >>>$3,846.32<<<. This amount represents:   •  $3,840.00 for the rent deposit, first month’s ren","found in operative 'It is ordered that' section; explicit stated-total phrasing (""...is \$X"")"
LTB-T-052215-25,T1,Order,2026-02-25,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uIwS3IAK/LTB-T-052215-25-HR - February 25 2026.pdf,text,"[2048.0, 3300.0, 9900.0, 3300.0, 1300.0, 2000.0, 2048.0, 2000.0, 48.0]","[2000.0, 48.0]",2048.0,other,"It is ordered that:  1. The Landlord shall pay the Tenant >>>$2,048.00<<<. This amount represents:   •  $2,000.00 for the illegal charge collected, and","found in operative 'It is ordered that' section; single candidate amount, no strong keyword match"
LTB-T-104287-25,T1,Order,2026-04-23,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xyntVIAQ/LTB-T-104287-25_HR.pdf,text,"[7219.2, 2184.2, 5035.0, 5035.0]",[],7219.2,ambiguous-max,"eement to end the tenancy. The parties agreed the Tenant  had paid the Landlord >>>$7,219.20<<< and that should the Tenant vacate in compliance with the  N11 notice, the Landl","no operative section found, or it had no dollar mentions at all; fell back to full-document search; multiple candidate amounts, took max — manual review advised"
LTB-T-100306-25,T1,Order,2026-04-22,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000y4YWnIAM/LTB-T-100306-25_T1_2026 04 22.pdf,text,"[253.0, 200.0, 53.0]","[200.0, 53.0]",253.0,stated_total,it is ordered that:  1. The total amount the Landlord shall pay the Tenant is >>>$253.00<<<. This amount represents:   •  $200.00 for the refundable key deposit collected;,"found in operative 'It is ordered that' section; explicit stated-total phrasing (""...is \$X"")"
LTB-T-067992-25,T1,Order,2026-01-26,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000snZ8oIAE/LTB-T-067992-25-HRs.pdf,text,"[900.0, 600.0, 300.0, 600.0, 300.0, 600.0, 700.0, 300.0, 600.0, 900.0, 48.0, 948.0, 900.0, 48.0]","[900.0, 48.0]",948.0,stated_total,"It is ordered that:  1. The total amount the Landlord owes the Tenants is >>>$948.00<<<. This amount represents:   •  $900.00 for the illegal charge collected,  •  $48","found in operative 'It is ordered that' section; explicit stated-total phrasing (""...is \$X"")"
LTB-T-065834-25,T1,Order,2026-02-25,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uIVLMIA4/LTB-T-065834-25-HR February 25 2026 cert.pdf,text,"[4030.5, 1807.5, 2250.0, 442.5, 1807.5, 3982.5, 4030.5, 3982.5, 48.0, 335.87]",[48.0],4030.5,stated_total,"It is ordered that:  1. The total amount the Landlord shall pay the Tenants is >>>$4,030.50<<<, which represents:   •  $3,982.50 for excess rent collected to February 28, 202","found in operative 'It is ordered that' section; explicit stated-total phrasing (""...is \$X"")"
LTB-T-072000-25,T1,Order,2026-03-20,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vycL2IAI/LTB-T-072000-25-HR.pdf,text,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]",[],1000.0,stated_total,"It is ordered that:  1. The total amount the Landlord shall pay the Tenants is >>>$1,000.00<<<. This amount represents:   •  $1,000.00 for the last month's rent deposit.  2.","found in operative 'It is ordered that' section; explicit stated-total phrasing (""...is \$X"")"
